id,Gender,Age,Travel Category,Travel Class,Distance Travelled,Departure/Arrival Rating,Booking Ease,Boarding Point,Food,Seat Comfort,Entertainment,Leg Room,Luggage Handling,Cleanliness,Departure Delay (min),Arrival Delay (min),Satisfaction
663,Female,45,Official,Business,0,4,4,4,3,5,4,4,4,5,0,0,satisfied
74740,Female,56,Personal Travel,Economy,1288,5,3,3,4,5,1,3,1,5,91,76,dissatisfied
117904,Female,62,Official,Economy,230,3,2,2,2,2,2,5,3,2,113,107,dissatisfied
59599,Female,30,Official,Business,3348,,1,1,2,2,2,,3,2,27,12,dissatisfied
29479,Male,48,Official,Economy,996,5,5,5,,4,4,5,4,4,0,0,satisfied
105096,Female,32,Official,Business,2699,,2,2,4,4,4,4,5,4,28,11,satisfied
94421,Female,30,Official,Business,2194,1,1,1,2,,2,3,5,2,38,28,satisfied
49058,Female,40,Official,Business,140,1,,,4,2,,4,5,4,0,0,dissatisfied
47795,Male,42,Official,Business,3299,5,,5,5,4,4,4,4,3,83,92,satisfied
125451,Female,52,Official,Business,2625,5,5,5,5,5,3,4,4,5,15,32,satisfied
96114,Male,50,Official,Business,1112,5,5,5,3,4,5,5,5,3,0,0,satisfied
23241,Female,18,Personal Travel,Premium,494,5,2,3,2,2,2,5,4,2,0,0,dissatisfied
106258,Male,30,Official,Business,1350,3,3,3,5,5,5,,4,5,0,0,satisfied
64874,Female,26,Official,Economy,171,2,3,3,1,1,1,,4,1,0,0,dissatisfied
100136,Male,37,Official,Business,421,4,4,4,4,,4,4,4,4,0,0,satisfied
51774,Male,64,Personal Travel,Economy,235,4,0,3,1,1,1,1,,1,0,0,dissatisfied
124301,Male,21,Official,Business,230,0,5,1,2,2,2,4,5,2,0,0,satisfied
36127,Female,52,Official,Business,1448,2,4,4,3,4,3,3,3,3,0,8,dissatisfied
121855,Female,52,Official,Business,372,5,5,5,5,4,5,,5,3,4,2,satisfied
52648,Female,29,Personal Travel,Economy,107,2,2,2,5,2,5,5,3,5,0,0,dissatisfied
38803,Female,13,Personal Travel,Economy,348,1,2,3,1,1,1,1,3,1,16,12,dissatisfied
39916,Male,28,Official,Business,978,1,3,1,5,5,5,2,4,5,0,0,satisfied
95301,Male,13,Personal Travel,Economy,291,4,2,3,2,2,2,,4,2,15,7,dissatisfied
16505,Male,16,Personal Travel,Economy,254,5,,3,5,5,5,3,5,5,8,16,dissatisfied
63771,Male,58,Official,Business,1549,3,3,3,3,5,4,4,4,5,18,0,satisfied
51960,Male,24,Official,Economy,312,0,3,1,,5,5,5,4,5,0,0,dissatisfied
111305,Male,25,Official,Business,3119,4,,4,2,2,2,5,,2,0,0,dissatisfied
114340,Male,34,Personal Travel,,853,4,2,2,4,4,4,3,4,4,0,0,dissatisfied
17379,Female,44,Official,Business,1536,5,5,5,5,3,,5,5,3,0,0,satisfied
65992,Female,23,Personal Travel,Premium,1235,,,1,1,1,1,,,1,0,0,dissatisfied
104578,Male,20,Official,Business,332,3,5,4,1,1,1,2,4,1,0,0,satisfied
7443,Male,8,Personal Travel,Economy,497,3,4,,3,3,3,,,3,0,11,dissatisfied
67768,Female,26,Official,Economy,1069,5,5,,1,4,1,3,4,1,0,13,dissatisfied
89581,Male,43,Official,Economy,905,,4,4,5,,5,,4,5,0,1,dissatisfied
47417,Female,72,Official,Business,1683,1,1,1,3,4,2,2,2,4,0,0,dissatisfied
30231,Female,48,Official,Economy,806,4,4,4,4,,2,2,,1,12,8,satisfied
14343,Male,27,Personal Travel,Economy,0,5,4,3,3,1,3,3,4,3,0,0,dissatisfied
79924,Male,25,Official,Business,1616,2,2,2,4,4,1,3,3,4,176,164,dissatisfied
105654,Male,26,Official,Economy,758,1,1,2,5,5,5,3,,5,38,28,dissatisfied
29495,Male,16,Official,Business,996,4,3,3,1,,1,5,3,1,0,0,dissatisfied
98183,Female,36,Official,Business,294,2,2,3,5,5,5,4,5,5,0,0,dissatisfied
87554,Male,55,Personal Travel,Business,389,4,2,1,5,,3,2,2,5,0,0,dissatisfied
83683,Female,23,Official,Economy,519,,,1,5,5,5,2,4,5,0,0,satisfied
74603,Male,50,Official,Business,0,4,4,4,5,4,2,2,2,4,0,0,dissatisfied
83191,Female,45,Official,Business,1011,5,5,5,,4,5,5,5,3,0,5,satisfied
110103,Male,57,Official,Business,1574,1,1,1,,5,5,5,5,4,19,5,satisfied
57026,Female,50,Official,Business,0,3,,3,5,,3,3,3,5,46,24,satisfied
91205,Female,42,Personal Travel,Economy,243,2,1,4,,3,4,1,4,4,0,0,dissatisfied
55470,Female,34,Official,Business,1643,2,2,2,3,5,5,4,5,3,13,0,satisfied
53922,Female,17,Official,Premium,172,1,1,4,,2,4,1,4,4,39,34,dissatisfied
129138,Male,45,Official,Business,611,4,4,4,,4,5,5,5,4,0,6,satisfied
2034,Female,59,Official,Business,731,2,2,2,4,5,2,2,2,4,0,3,satisfied
37286,Male,39,Official,Economy,950,3,3,3,5,,5,2,4,5,20,9,satisfied
32818,Male,28,Official,Business,91,1,1,1,2,2,2,2,3,2,0,0,dissatisfied
46695,Female,44,Personal Travel,Economy,66,3,2,3,4,,1,2,1,1,0,32,dissatisfied
121598,Male,9,Personal Travel,Economy,842,5,4,2,4,4,4,4,,4,22,22,satisfied
44039,Female,24,Official,Economy,258,1,,3,5,5,5,,2,5,0,8,dissatisfied
102733,Female,37,Personal Travel,Economy,230,1,3,,,3,3,4,4,3,0,0,dissatisfied
85600,Female,25,Official,,285,4,0,4,5,5,5,1,2,5,9,5,satisfied
10833,Male,22,Official,Business,1824,2,2,2,4,4,4,3,4,4,7,2,satisfied
81553,Male,55,Official,Business,842,3,3,3,5,5,3,3,3,5,0,0,satisfied
24745,Male,53,Official,Economy,389,3,3,3,4,4,4,3,3,4,0,5,satisfied
58871,Female,46,Official,Business,799,3,3,3,5,4,,4,4,4,0,0,satisfied
68900,Male,62,Personal Travel,Economy,955,,0,3,5,5,5,4,5,5,0,0,satisfied
31952,Female,53,Official,Business,194,5,4,5,5,4,5,5,5,4,0,0,satisfied
98758,Female,50,Official,Business,0,3,,3,2,4,5,5,5,4,0,0,satisfied
59963,Male,57,Official,Business,2694,5,,5,2,2,4,4,4,3,0,6,satisfied
38236,Female,54,Official,Business,2369,3,3,3,,4,3,,3,5,0,0,satisfied
43811,Female,42,Official,Business,179,1,,1,5,,5,5,4,5,0,0,satisfied
58215,Male,17,Personal Travel,Economy,722,5,2,2,4,4,4,5,3,4,0,5,dissatisfied
88293,Female,53,Official,Business,0,1,1,1,,4,4,4,4,3,1,0,satisfied
37225,Male,49,Official,Business,0,2,2,2,3,5,4,,4,4,22,21,satisfied
43935,Female,37,Official,Premium,157,3,5,3,5,5,,1,5,5,0,0,satisfied
48899,Male,35,Official,Economy,293,2,2,2,4,4,4,5,5,4,0,0,satisfied
99082,Male,30,Official,Business,1639,1,1,1,2,1,2,,2,2,5,7,dissatisfied
75859,Female,16,Personal Travel,,1293,5,0,4,5,,5,3,4,5,0,0,dissatisfied
85109,Male,46,Official,Business,3596,4,4,4,3,4,5,5,5,4,0,0,satisfied
118135,Female,51,Official,Business,1339,3,3,3,4,4,2,2,2,2,73,62,dissatisfied
89169,Male,70,Personal Travel,Economy,0,4,1,3,1,1,1,4,,1,0,0,dissatisfied
4988,Male,26,Official,Business,0,2,2,5,5,2,5,3,4,5,53,52,dissatisfied
81441,Male,46,Official,Business,2242,3,3,3,,5,4,4,4,3,0,0,satisfied
37707,Female,12,Personal Travel,Economy,850,2,2,4,1,1,1,,4,1,20,15,dissatisfied
94317,Male,25,Official,Business,446,4,4,,4,4,4,2,5,4,0,0,satisfied
42242,Female,63,Official,Business,296,2,,2,5,5,4,4,4,3,0,0,satisfied
8085,Female,48,Official,Business,362,1,1,1,4,5,4,4,4,3,0,4,satisfied
42926,Female,43,Official,Business,3551,3,3,3,3,5,4,4,4,4,0,0,satisfied
114663,Female,35,Official,Business,303,5,5,5,2,5,4,,4,5,54,40,satisfied
63597,Female,32,Official,Business,1920,4,4,4,4,4,4,2,5,4,0,0,satisfied
78220,Male,44,Personal Travel,Economy,173,4,2,5,,4,4,1,4,4,0,0,dissatisfied
2902,Male,60,Personal Travel,Economy,442,3,1,3,5,5,,2,2,5,22,49,dissatisfied
71673,Female,20,Personal Travel,Economy,1008,1,2,4,2,2,2,4,4,2,0,3,dissatisfied
128042,Female,10,Personal Travel,Economy,1296,4,1,4,4,4,4,,3,4,0,7,dissatisfied
53847,Female,51,Official,Business,0,1,,1,1,3,3,3,2,2,0,0,dissatisfied
42369,Female,22,Personal Travel,Economy,406,4,2,3,,2,2,5,5,2,0,0,dissatisfied
110474,Female,42,Personal Travel,Economy,718,1,1,3,5,2,3,1,3,3,1,4,dissatisfied
17284,Male,32,Official,Business,3246,1,1,1,5,5,,2,5,5,0,0,satisfied
69457,Male,24,Personal Travel,Economy,986,5,2,3,1,1,1,4,,1,1,0,dissatisfied
83974,Female,43,Official,Business,336,5,2,2,2,4,5,5,,3,0,0,satisfied
107761,Male,7,Personal Travel,Economy,0,5,3,2,,4,4,5,4,4,3,0,dissatisfied
37834,Male,29,Official,Business,2288,5,4,5,5,5,5,2,1,5,18,55,satisfied
25904,Female,48,Official,Premium,0,2,2,2,5,3,4,4,4,5,0,1,satisfied
73190,Male,25,Official,Economy,1132,3,3,3,3,2,1,3,3,2,199,185,dissatisfied
70160,Male,25,Personal Travel,,495,2,2,3,1,1,1,2,4,1,56,63,dissatisfied
126642,Female,35,Official,Business,0,4,4,4,3,5,2,,2,4,0,0,satisfied
76228,Female,57,Official,Economy,1259,,2,2,4,3,2,2,2,4,3,0,dissatisfied
18983,Male,52,Official,Business,0,4,4,,2,3,5,5,5,3,93,77,satisfied
42803,Female,17,Official,Economy,609,3,0,3,4,4,4,5,5,4,0,0,satisfied
65527,Female,30,Personal Travel,Economy,1454,,3,1,,1,,2,4,1,70,89,dissatisfied
5441,Male,38,Official,,1405,5,,3,2,4,5,5,5,5,0,23,satisfied
18473,Female,38,Official,Business,257,5,5,5,1,3,4,4,4,5,0,0,satisfied
98337,Female,38,Official,Business,1070,1,1,3,3,3,3,,5,3,3,0,dissatisfied
68782,Male,23,Official,Economy,919,,2,3,3,3,3,5,5,3,0,0,satisfied
98247,Female,39,Official,Business,2198,4,5,5,2,4,4,4,4,4,80,86,satisfied
67119,Female,55,Official,Business,826,2,2,2,5,2,,1,,4,12,5,dissatisfied
91319,Female,25,Official,,491,5,3,1,,5,5,4,5,5,0,2,dissatisfied
111275,Male,59,Official,Business,0,2,,,4,4,4,4,4,3,0,5,dissatisfied
60787,Female,9,Personal Travel,Premium,724,5,1,3,1,1,1,2,5,1,0,0,dissatisfied
65894,Female,26,Official,Business,512,0,0,3,3,1,3,2,4,3,96,91,satisfied
67702,Male,51,Official,,3592,5,5,5,3,5,4,3,4,3,0,0,satisfied
55982,Male,40,Official,Business,1458,,,2,4,4,5,5,5,5,0,0,satisfied
38230,Male,56,Official,Business,1056,3,5,3,4,4,3,3,3,1,0,0,dissatisfied
48253,Female,56,Personal Travel,Economy,212,3,3,3,5,5,4,3,4,5,57,52,dissatisfied
89431,Female,18,Personal Travel,Economy,121,2,2,3,3,4,3,4,3,3,0,0,dissatisfied
117314,Female,8,Personal Travel,Premium,582,2,3,3,2,5,2,4,3,2,0,0,dissatisfied
14155,Male,33,Official,Premium,589,3,,3,4,4,4,5,2,4,0,0,satisfied
123078,Male,46,Official,Business,2361,3,3,3,,4,5,5,5,5,0,0,satisfied
50137,Female,41,Official,Business,188,4,4,4,1,3,2,2,4,2,95,100,dissatisfied
41799,Female,36,Official,Business,231,3,3,3,,3,4,4,4,1,0,0,satisfied
47037,Male,26,Official,Business,1466,1,,1,5,5,5,4,,5,0,0,satisfied
115397,Female,36,Official,Economy,334,2,3,3,,5,5,4,2,5,11,6,dissatisfied
35221,Male,31,Official,Business,1981,5,5,5,2,2,,,3,2,0,0,satisfied
52892,Male,24,Personal Travel,Economy,752,4,2,1,1,1,1,4,1,1,27,54,dissatisfied
90041,Female,39,Official,Business,2773,5,5,5,2,4,2,2,2,4,7,0,satisfied
26751,Female,20,Official,Economy,773,4,4,3,4,4,4,1,3,4,3,24,dissatisfied
66071,Female,69,Personal Travel,Economy,950,5,2,1,3,5,2,2,2,3,29,17,dissatisfied
33552,Female,27,Official,Economy,359,0,1,4,5,5,5,1,3,5,0,0,dissatisfied
107354,Female,10,Official,Economy,569,4,4,4,3,2,,2,4,3,44,40,dissatisfied
83598,Male,60,Official,Business,3263,2,2,2,4,,5,5,5,5,35,36,satisfied
117725,Male,44,Official,Business,750,2,,2,3,4,4,4,4,4,15,1,satisfied
34210,Female,68,Personal Travel,Economy,1159,5,2,3,4,5,4,2,4,5,6,24,dissatisfied
129245,Male,41,Official,Business,1947,3,3,3,5,4,3,3,3,4,60,70,dissatisfied
16810,Female,46,Official,Economy,581,,2,2,,3,2,2,,3,141,139,dissatisfied
88356,Male,54,Official,Economy,464,,2,,3,3,3,,3,3,44,33,dissatisfied
3875,Female,44,Official,Business,3390,1,,1,5,2,2,2,1,2,44,92,dissatisfied
4749,Male,43,Personal Travel,Economy,799,1,5,,4,4,4,4,4,4,0,0,satisfied
9559,Female,44,Official,,259,5,5,5,4,4,,5,4,4,0,0,satisfied
112110,Female,26,Official,Business,922,4,4,1,5,5,,2,4,5,16,14,dissatisfied
114915,Male,48,Official,Business,2867,2,,2,5,,5,5,5,5,0,0,satisfied
66011,Male,30,Official,,2677,,4,4,4,4,4,3,4,4,74,67,satisfied
60450,Female,46,Official,,2683,1,1,1,2,4,5,5,5,3,1,0,satisfied
129469,Male,23,Official,Economy,1285,2,2,2,2,2,,3,5,2,0,7,dissatisfied
62153,Male,39,Official,Business,2209,5,5,,5,,5,5,5,3,0,0,satisfied
39499,Male,24,Official,Business,3134,5,5,5,4,4,,2,,4,0,0,satisfied
19091,Female,48,Personal Travel,Economy,266,5,4,3,4,,2,,2,3,0,0,dissatisfied
48260,Male,63,Personal Travel,Economy,352,4,3,5,5,4,5,4,5,5,0,4,dissatisfied
96830,Male,37,Official,Business,3370,5,5,5,5,5,5,4,4,5,172,163,satisfied
126561,Male,37,Official,Business,1402,1,1,1,1,4,4,3,4,3,0,8,dissatisfied
69098,Male,57,Official,Business,0,1,3,1,5,4,5,,5,5,0,0,satisfied
89178,Male,21,Personal Travel,,1752,4,,3,1,1,1,2,3,1,0,0,dissatisfied
48501,Male,9,Official,Economy,698,,2,2,2,4,,1,3,2,16,6,dissatisfied
109465,Female,24,Official,Business,0,5,,5,4,4,4,,5,4,0,0,satisfied
62274,Male,36,Official,Business,373,3,3,5,3,3,3,2,5,3,0,0,dissatisfied
98908,Male,44,Official,Business,2849,2,2,2,4,5,4,,,3,0,0,satisfied
17357,Female,49,Official,Business,1440,5,,5,4,4,0,1,2,3,0,0,dissatisfied
115331,Male,42,Official,Business,3245,4,4,4,3,4,4,,4,3,0,0,satisfied
65150,Female,52,Personal Travel,Economy,222,4,,2,5,4,5,0,5,3,0,0,satisfied
42257,Male,52,Official,Economy,495,4,4,4,2,2,2,5,3,2,0,0,dissatisfied
116136,Male,20,Personal Travel,Economy,401,3,4,3,1,1,1,4,4,1,0,0,dissatisfied
36244,Male,47,Official,Business,655,1,1,1,1,2,5,5,5,3,0,0,satisfied
109049,Male,45,Official,Business,3323,,2,2,1,2,2,2,2,4,63,52,dissatisfied
111496,Female,44,Official,Business,0,4,4,4,3,5,4,4,4,3,0,0,satisfied
8105,Female,47,Official,Business,3191,2,2,2,4,2,2,2,2,2,19,21,dissatisfied
19478,Female,57,Official,Business,159,5,5,,1,1,5,5,3,5,91,128,satisfied
79579,Female,34,Official,Business,684,4,4,,4,4,3,3,3,3,6,0,satisfied
26935,Female,26,Official,Economy,2140,5,5,5,,5,4,2,5,4,4,0,satisfied
81010,Female,45,Official,Business,205,,,3,3,5,3,3,3,5,0,21,satisfied
32348,Female,33,Official,Business,147,3,4,3,2,5,4,5,3,3,0,3,satisfied
122747,Male,22,Official,Economy,0,0,,3,2,3,2,2,5,2,0,0,dissatisfied
88118,Male,51,Official,Business,365,5,5,5,5,5,4,4,4,4,9,4,satisfied
5622,Male,60,Personal Travel,Economy,0,3,4,,4,4,1,,2,4,175,180,satisfied
97335,Male,40,Official,Business,3388,1,1,1,4,4,4,5,4,3,16,3,satisfied
72995,Male,62,Official,Economy,626,3,5,3,2,2,2,,,2,24,1,dissatisfied
21707,Female,68,Personal Travel,Economy,671,5,3,2,5,5,,3,2,3,27,37,dissatisfied
120201,Male,38,Official,Business,0,5,5,5,2,4,2,2,2,3,7,23,dissatisfied
42929,Male,44,Official,Business,173,5,5,5,,4,,5,5,3,23,13,satisfied
117511,Male,11,Personal Travel,,456,5,,1,1,1,1,4,4,1,11,5,dissatisfied
125569,Female,33,Personal Travel,Economy,203,4,1,1,2,2,2,4,4,2,0,0,dissatisfied
128566,Female,10,Personal Travel,Premium,304,5,3,,,4,5,2,4,5,0,0,dissatisfied
16040,Male,51,Official,Premium,0,,,4,2,2,2,,3,2,16,0,satisfied
27289,Male,34,Official,Business,2830,4,4,4,3,4,5,5,5,1,3,0,satisfied
61198,Male,69,Official,,3343,1,1,1,1,2,4,4,4,1,0,0,dissatisfied
120723,Female,49,Official,Business,81,4,2,4,3,4,4,4,4,3,0,0,satisfied
73793,Male,30,Official,Premium,184,5,5,5,,2,2,5,4,2,105,93,dissatisfied
36093,Female,40,Personal Travel,Economy,359,,,1,,1,1,,2,1,0,0,dissatisfied
66777,Female,29,Personal Travel,Premium,722,3,2,,2,2,2,2,4,2,0,0,dissatisfied
91068,Male,68,Personal Travel,Economy,365,3,3,2,,3,3,3,3,3,0,0,dissatisfied
120574,Female,53,Official,,608,5,5,5,5,4,2,2,2,3,0,0,dissatisfied
30294,Female,24,Official,Business,1328,4,4,4,5,5,,3,4,5,0,8,satisfied
99081,Male,43,Official,Business,3309,4,4,,4,4,4,4,4,5,2,0,satisfied
12094,Male,7,Personal Travel,Business,931,4,,2,2,4,5,2,,4,143,121,dissatisfied
11849,Female,65,Personal Travel,Business,938,5,4,,3,4,4,4,2,5,48,30,dissatisfied
2671,Female,8,Personal Travel,Economy,0,4,,2,2,2,2,,5,2,0,6,dissatisfied
55140,Male,50,Personal Travel,Economy,1472,5,,3,4,4,4,5,5,4,0,4,dissatisfied
75362,Male,26,Personal Travel,,2300,2,3,3,3,4,,,4,4,0,33,dissatisfied
5763,Female,24,Personal Travel,Economy,773,5,3,5,,2,2,5,4,2,37,52,dissatisfied
12659,Female,55,Personal Travel,Economy,1112,4,,3,,4,5,1,5,5,0,9,dissatisfied
21207,Female,21,Official,Economy,173,3,3,4,1,1,1,2,3,1,0,0,dissatisfied
45421,Female,57,Official,Economy,584,4,4,4,4,3,4,4,4,3,27,17,satisfied
51952,Male,22,Official,Business,842,5,,2,4,4,4,1,1,4,0,7,satisfied
80873,Female,49,Personal Travel,Economy,436,4,3,3,3,4,4,3,4,3,0,0,dissatisfied
119054,Female,31,Personal Travel,Economy,2051,5,1,2,3,3,3,3,5,3,0,0,dissatisfied
128651,Male,21,Official,Economy,1300,4,4,1,5,1,4,5,,1,1,2,satisfied
65790,Female,38,Official,Business,1250,,5,1,,2,2,5,5,2,3,0,satisfied
71834,Female,42,Official,Business,0,2,2,2,5,3,1,1,1,4,0,0,dissatisfied
94138,Male,55,Official,Business,1696,4,1,4,3,5,4,4,5,5,4,2,satisfied
5255,Male,26,Official,Business,257,2,,2,,3,3,2,3,3,0,3,dissatisfied
115771,Male,43,Official,Business,2030,1,,1,5,,1,1,1,2,19,6,dissatisfied
73967,Male,12,Personal Travel,Economy,2108,1,3,4,4,3,4,,4,4,31,22,dissatisfied
32801,Female,32,Official,Economy,147,4,4,4,,2,2,2,4,2,0,0,dissatisfied
36503,Female,46,Official,Business,2252,2,2,,3,3,4,4,4,5,5,0,satisfied
63315,Male,19,Official,Economy,0,2,2,2,4,3,4,4,3,4,12,17,dissatisfied
51581,Female,38,Official,Business,235,,5,2,4,3,,4,4,3,0,0,satisfied
77979,Female,52,Official,Business,299,3,3,3,4,4,4,4,4,3,1,0,satisfied
117451,Male,47,Official,Economy,636,1,1,,3,3,3,1,3,3,16,9,dissatisfied
58912,Male,19,Personal Travel,Economy,799,,2,3,1,1,1,,4,1,1,0,dissatisfied
11244,Female,43,Personal Travel,Economy,271,4,3,3,5,5,4,3,2,5,0,0,dissatisfied
122058,Female,23,Official,Economy,117,1,1,1,2,2,2,1,3,2,8,26,dissatisfied
6133,Male,45,Official,Business,0,1,5,1,3,4,3,,3,3,0,0,satisfied
63668,Female,58,Personal Travel,Economy,2165,,5,4,2,4,3,5,3,2,10,0,satisfied
73903,Male,25,Official,Economy,2327,3,3,4,,3,3,5,4,3,0,0,dissatisfied
104087,Female,68,Personal Travel,Economy,599,3,4,2,1,,1,4,1,5,2,0,dissatisfied
9170,Female,64,Official,Business,2915,5,3,3,3,4,4,,4,3,0,0,satisfied
105685,Male,57,Official,Business,2446,2,2,2,3,,5,5,5,4,2,0,satisfied
115282,Female,43,Official,Business,326,4,4,4,4,3,4,3,4,3,47,45,dissatisfied
16311,Male,28,Official,Business,3191,,,2,5,5,5,,5,5,45,51,satisfied
77671,Male,30,Official,Economy,732,2,2,3,3,3,3,1,4,3,105,105,dissatisfied
19381,Male,23,Official,Business,1528,2,2,2,5,5,5,2,1,5,101,126,satisfied
94026,Male,37,Official,Business,133,4,4,2,4,3,4,4,5,4,1,0,satisfied
122163,Male,54,Official,,490,2,2,2,5,5,4,,4,5,0,0,satisfied
7179,Female,40,Official,Business,2710,,5,5,4,5,5,4,5,4,9,56,satisfied
20625,Male,47,Official,Economy,0,2,2,2,5,5,5,1,1,5,0,0,satisfied
124273,Female,24,Official,Business,230,0,5,1,3,4,3,3,4,3,0,0,satisfied
1600,Female,25,Personal Travel,Economy,0,3,3,4,4,4,4,,3,4,27,31,dissatisfied
23359,Female,40,Official,Premium,728,2,4,2,4,4,4,3,2,4,118,100,satisfied
80613,Female,38,Official,Business,2225,5,,5,,,5,5,5,5,0,0,satisfied
45303,Female,45,Official,Economy,158,1,,1,1,5,,,,1,0,0,satisfied
21580,Female,29,Personal Travel,,0,5,,2,3,3,3,3,,3,0,0,dissatisfied
65318,Female,42,Official,Business,2019,5,4,5,,4,2,,2,5,18,18,satisfied
52768,Female,42,Official,Economy,1687,3,3,3,3,3,3,3,3,3,0,5,dissatisfied
49507,Male,27,Official,Economy,293,,3,2,5,5,5,1,,5,5,0,dissatisfied
121964,Male,38,Official,Business,117,4,4,4,1,1,1,3,,1,15,8,dissatisfied
63942,Female,64,Personal Travel,Economy,0,4,0,1,4,,4,0,4,3,0,0,dissatisfied
81471,Male,46,Official,Business,1867,,4,4,3,2,4,3,,3,27,45,dissatisfied
54997,Male,46,Official,Business,1472,3,3,3,5,4,2,2,2,5,26,27,satisfied
59017,Female,53,Official,Business,1570,3,,3,4,5,2,2,2,4,0,4,satisfied
112287,Male,48,Personal Travel,Economy,1533,4,4,1,4,4,4,2,1,4,45,40,dissatisfied
97003,Female,9,Personal Travel,Economy,795,5,3,1,1,1,1,4,,1,28,19,dissatisfied
102913,Male,39,Official,Business,1781,3,3,3,3,4,4,,4,3,0,0,satisfied
21546,Male,16,Personal Travel,Economy,275,4,2,1,,5,5,2,5,5,76,73,dissatisfied
121044,Male,29,Personal Travel,Economy,893,4,2,3,5,5,5,3,,5,0,10,dissatisfied
126814,Female,41,Official,Business,1869,2,2,2,5,5,5,5,5,3,0,0,satisfied
1936,Male,51,Official,Business,2974,2,2,,5,,5,5,5,5,0,0,satisfied
17630,Female,42,Official,Business,2047,2,2,2,3,2,5,5,5,3,0,0,satisfied
82979,Male,51,Official,Business,976,5,,5,3,4,4,,4,4,0,0,satisfied
9557,Female,50,Official,Business,2102,5,5,5,4,5,4,5,4,3,0,0,satisfied
76350,Male,48,Official,Business,1666,2,1,1,2,5,4,4,4,4,0,0,satisfied
94609,Male,50,Official,Business,3564,,4,4,,4,5,5,4,5,0,1,satisfied
86573,Male,20,Official,Economy,1142,2,2,4,3,3,3,3,3,3,0,0,dissatisfied
38421,Female,36,Official,Economy,869,3,3,3,3,3,,3,1,3,4,11,dissatisfied
12479,Male,10,Personal Travel,,0,5,2,2,2,5,2,2,,2,3,4,dissatisfied
108382,Male,64,Personal Travel,,1555,1,4,3,1,1,1,1,3,1,18,24,dissatisfied
99249,Male,58,Personal Travel,Economy,487,2,2,3,1,1,1,4,4,1,4,0,dissatisfied
128013,Female,55,Official,Business,1296,2,2,2,,5,5,5,5,3,0,0,satisfied
3468,Female,64,Personal Travel,Premium,192,0,2,1,5,5,5,2,5,5,0,6,dissatisfied
71012,Male,52,Official,Business,3146,5,5,5,3,,5,,5,3,0,0,satisfied
116293,Male,10,Personal Travel,Economy,293,4,3,,,1,1,1,4,1,13,5,dissatisfied
103164,Male,7,Official,Economy,442,2,4,4,5,5,5,2,3,5,22,11,dissatisfied
29908,Female,43,Official,Business,228,5,5,5,5,1,5,5,5,5,0,0,satisfied
37280,Female,42,Official,Economy,909,4,4,4,1,3,5,5,5,2,0,0,satisfied
90266,Female,16,Official,Business,2609,5,5,5,4,4,3,5,5,4,220,212,satisfied
63145,Male,51,Official,Business,1884,1,1,1,3,4,4,5,4,3,0,0,satisfied
113897,Male,35,Official,Business,2066,5,1,5,1,2,1,1,1,2,18,14,dissatisfied
80519,Male,47,Personal Travel,Economy,1574,5,,2,5,5,5,1,5,5,0,3,dissatisfied
107210,Female,35,Official,Business,601,2,,2,,5,5,5,5,5,0,0,dissatisfied
48034,Female,13,Official,Premium,1246,5,5,,4,4,3,4,,4,141,126,dissatisfied
49907,Male,24,Official,Economy,293,3,0,4,3,3,3,2,3,3,1,0,satisfied
15360,Male,34,Official,Business,2364,1,1,1,3,1,5,5,5,4,0,0,satisfied
107856,Male,51,Official,Business,1480,2,,2,4,5,5,,,5,9,0,satisfied
96716,Male,39,Official,,732,1,1,4,2,2,2,3,3,2,0,0,dissatisfied
57625,Female,35,Official,Business,180,1,1,3,2,2,2,3,5,2,0,8,dissatisfied
87442,Female,48,Official,Business,274,2,4,2,,4,5,5,5,3,33,27,satisfied
115872,Male,44,Official,Economy,0,1,1,1,5,5,5,1,2,5,0,0,satisfied
37667,Female,66,Personal Travel,Economy,987,3,4,3,4,5,3,4,3,2,0,0,dissatisfied
102881,Male,26,Personal Travel,Economy,425,5,3,4,,3,3,1,3,3,18,18,dissatisfied
107099,Female,65,Personal Travel,Economy,671,5,4,4,,5,,,1,5,0,0,dissatisfied
55791,Female,20,Official,Economy,1255,1,1,4,2,4,3,2,4,4,0,3,dissatisfied
4388,Male,30,Personal Travel,Economy,546,5,3,1,,3,3,4,4,3,55,88,dissatisfied
44731,Male,40,Official,Premium,60,,5,5,4,4,4,1,1,4,0,4,satisfied
102620,Male,45,Personal Travel,Economy,1165,5,3,,2,,,3,4,2,11,4,dissatisfied
53749,Male,58,Personal Travel,Premium,1087,3,4,4,2,2,2,1,,2,0,0,dissatisfied
126263,Male,37,Official,Economy,96,2,,3,2,4,3,3,4,4,232,241,dissatisfied
18176,Female,37,Official,Business,212,4,,3,4,4,4,3,5,4,0,30,dissatisfied
121318,Male,25,Personal Travel,Economy,908,5,0,,5,5,,3,5,5,0,0,satisfied
120225,Female,26,Official,Economy,1173,2,2,4,3,,3,2,3,3,0,0,dissatisfied
60742,Female,27,Official,Business,565,2,2,2,4,4,4,3,4,4,46,51,satisfied
82016,Male,52,Personal Travel,Economy,1365,5,4,4,,3,3,2,5,3,0,0,satisfied
58490,Male,26,Official,Business,2552,5,5,5,5,5,5,,4,5,0,0,satisfied
100263,Male,58,Official,,931,4,4,4,5,5,3,4,5,5,170,172,satisfied
